effectiveAt,market,payment,rate,positionSize,price
"2023-11-15T22:00:00.000Z","BTC-USD","-0.264271","-0.0000350919","-0.2","37654.210001"
"2023-11-15T21:00:00.000Z","BTC-USD","-0.107606","-0.0000143331","-0.2","37537.934000"
"2023-11-15T20:00:00.000Z","BTC-USD","0.107856","0.0000287922","-0.1","37460.558000"
"2023-11-15T18:00:00.000Z","BTC-USD","0.216333","0.0000197529","-0.3","36506.568000"
"2023-11-15T17:00:00.000Z","BTC-USD","0.251443","0.0000230506","-0.3","36361.130001"
"2023-11-15T16:00:00.000Z","BTC-USD","0.275192","0.0000252198","-0.3","36372.580000"
"2023-11-15T15:00:00.000Z","BTC-USD","0.224002","0.0000206789","-0.3","36108.291000"
"2023-11-15T14:00:00.000Z","BTC-USD","0.239943","0.0000221516","-0.3","36106.219999"
"2023-11-15T13:00:00.000Z","BTC-USD","0.285482","0.0000262542","-0.3","36246.000000"
"2023-11-15T12:00:00.000Z","BTC-USD","0.332669","0.0000305820","-0.3","36259.800000"
"2023-11-15T11:00:00.000Z","BTC-USD","0.217729","0.0000202264","-0.3","35882.000001"
"2023-11-15T10:00:00.000Z","BTC-USD","0.267745","0.0000249235","-0.3","35808.999999"
"2023-11-15T09:00:00.000Z","BTC-USD","0.196113","0.0000182483","-0.3","35823.140000"
"2023-11-15T08:00:00.000Z","BTC-USD","0.186125","0.0000174438","-0.3","35566.833001"
"2023-11-15T07:00:00.000Z","BTC-USD","0.216886","0.0000203032","-0.3","35608.000001"
"2023-11-15T06:00:00.000Z","BTC-USD","0.231137","0.0000216351","-0.3","35611.572999"
"2023-11-15T05:00:00.000Z","BTC-USD","0.211128","0.0000197957","-0.3","35551.260000"
"2023-11-15T04:00:00.000Z","BTC-USD","0.18979","0.0000178653","-0.3","35411.557001"
"2023-11-15T03:00:00.000Z","BTC-USD","0.246365","0.0000231488","-0.3","35475.615000"
"2023-11-15T02:00:00.000Z","BTC-USD","0.131892","0.0000123890","-0.3","35486.244999"
"2023-11-15T01:00:00.000Z","BTC-USD","0.257562","0.0000241605","-0.3","35534.900001"
"2023-11-15T00:00:00.000Z","BTC-USD","0.149904","0.0000140506","-0.3","35562.890000"
"2023-11-14T23:00:00.000Z","BTC-USD","0.301098","0.0000281937","-0.3","35598.850001"
"2023-11-14T22:00:00.000Z","BTC-USD","0.394855","0.0000369940","-0.3","35578.373000"
"2023-11-14T21:00:00.000Z","BTC-USD","0.26799","0.0000253053","-0.3","35300.980001"
"2023-11-14T20:00:00.000Z","BTC-USD","0.183949","0.0000173867","-0.3","35266.330999"
"2023-11-14T19:00:00.000Z","BTC-USD","0.335058","0.0000317158","-0.3","35214.680000"
"2023-11-14T18:00:00.000Z","BTC-USD","0.705043","0.0000558466","-0.35","36070.429001"
"2023-11-14T17:00:00.000Z","BTC-USD","0.578353","0.0000455145","-0.35","36305.809610"
"2023-11-14T16:00:00.000Z","BTC-USD","0.50915","0.0000402588","-0.35","36134.198999"
"2023-11-14T15:00:00.000Z","BTC-USD","0.641173","0.0000500438","-0.35","36606.423999"
"2023-11-14T14:00:00.000Z","BTC-USD","0.579474","0.0000453569","-0.35","36502.620000"
"2023-11-14T13:00:00.000Z","BTC-USD","0.301421","0.0000236839","-0.35","36362.460000"
"2023-11-14T12:00:00.000Z","BTC-USD","0.018253","0.0000014374","-0.35","36282.220492"
"2023-11-14T11:00:00.000Z","BTC-USD","0.158387","0.0000123962","-0.35","36505.916768"
"2023-11-14T10:00:00.000Z","BTC-USD","0.443377","0.0000346750","-0.35","36533.317999"
"2023-11-14T09:00:00.000Z","BTC-USD","0.443019","0.0000344725","-0.35","36718.309999"
"2023-11-14T08:00:00.000Z","BTC-USD","0.196466","0.0000152971","-0.35","36695.439999"
"2023-11-14T07:00:00.000Z","BTC-USD","0.158468","0.0000123550","-0.35","36646.622263"
"2023-11-14T06:00:00.000Z","BTC-USD","0.259974","0.0000202765","-0.35","36632.914995"
"2023-11-14T05:00:00.000Z","BTC-USD","0.055196","0.0000043200","-0.35","36505.845999"
"2023-11-14T04:00:00.000Z","BTC-USD","0.417965","0.0000327230","-0.35","36493.830448"
"2023-11-14T03:00:00.000Z","BTC-USD","0.370998","0.0000290869","-0.35","36442.426001"
"2023-11-14T02:00:00.000Z","BTC-USD","0.290811","0.0000228390","-0.35","36380.380001"
"2023-11-14T01:00:00.000Z","BTC-USD","0.215827","0.0000170237","-0.35","36223.074000"
"2023-11-14T00:00:00.000Z","BTC-USD","0.35211","0.0000275578","-0.35","36506.287071"
"2023-11-13T23:00:00.000Z","BTC-USD","0.505389","0.0000395436","-0.35","36515.879999"
"2023-11-13T22:00:00.000Z","BTC-USD","0.261494","0.0000204694","-0.35","36499.803001"
"2023-11-13T21:00:00.000Z","BTC-USD","0.169777","0.0000131938","-0.35","36765.840000"
"2023-11-13T20:00:00.000Z","BTC-USD","0.194484","0.0000150768","-0.35","36856.126538"
"2023-11-13T19:00:00.000Z","BTC-USD","0.147361","0.0000114637","-0.35","36727.540924"
"2023-11-13T18:00:00.000Z","BTC-USD","0.328815","0.0000256259","-0.35","36661.000000"
"2023-11-13T17:00:00.000Z","BTC-USD","0.457355","0.0000354223","-0.35","36890.014245"
"2023-11-13T16:00:00.000Z","BTC-USD","0.427779","0.0000331749","-0.35","36842.000000"
"2023-11-13T15:00:00.000Z","BTC-USD","0.532463","0.0000413426","-0.35","36798.000000"
"2023-11-13T02:00:00.000Z","BTC-USD","0.355183","0.0000272390","-0.35","37255.869000"
"2023-11-12T23:00:00.000Z","BTC-USD","-1.187769","0.0001065253","0.3","37167.048000"
"2023-11-12T22:00:00.000Z","BTC-USD","-1.208746","0.0001083515","0.3","37185.980000"
"2023-11-12T21:00:00.000Z","BTC-USD","-0.907101","0.0000813582","0.3","37164.925528"
"2023-11-12T20:00:00.000Z","BTC-USD","-1.091883","0.0000980364","0.3","37125.100000"
"2023-11-12T19:00:00.000Z","BTC-USD","-1.09051","0.0000978146","0.3","37162.530001"
"2023-11-12T18:00:00.000Z","BTC-USD","-0.892391","0.0000801914","0.3","37094.260000"
"2023-11-11T06:00:00.000Z","FIL-USD","-0.103569","0.0000607179","375","4.548694"
"2023-11-11T05:00:00.000Z","FIL-USD","-0.057422","0.0000338114","375","4.528856"
"2023-11-11T04:00:00.000Z","FIL-USD","-0.100684","0.0000585001","375","4.589615"
"2023-11-11T03:00:00.000Z","FIL-USD","-0.128003","0.0000740278","375","4.611018"
"2023-11-11T02:00:00.000Z","FIL-USD","-0.112557","0.0000658163","375","4.560503"
"2023-11-11T01:00:00.000Z","FIL-USD","-0.135373","0.0000783320","375","4.608579"
"2023-11-11T00:00:00.000Z","FIL-USD","-0.082844","0.0000482004","375","4.583377"
"2023-11-10T23:00:00.000Z","FIL-USD","-0.08761","0.0000512315","375","4.560300"
"2023-11-10T22:00:00.000Z","FIL-USD","-0.090214","0.0000528305","375","4.553681"
"2023-11-10T07:00:00.000Z","XLM-USD","-0.024043","0.0000162558","12000","0.123255"
"2023-11-10T07:00:00.000Z","SOL-USD","-0.137168","0.0001128256","25","48.630314"
"2023-11-10T06:00:00.000Z","XLM-USD","-0.024719","0.0000166769","12000","0.123522"
"2023-11-10T05:00:00.000Z","XLM-USD","-0.025023","0.0000169305","12000","0.123167"
"2023-11-10T04:00:00.000Z","XLM-USD","-0.021034","0.0000143020","12000","0.122564"
"2023-11-10T03:00:00.000Z","XLM-USD","-0.017358","0.0000116766","12000","0.123883"
"2023-11-10T02:00:00.000Z","XLM-USD","-0.022533","0.0000152111","12000","0.123447"
"2023-11-10T01:00:00.000Z","XLM-USD","-0.011371","0.0000077100","12000","0.122907"
"2023-11-10T00:00:00.000Z","XLM-USD","-0.012226","0.0000082799","12000","0.123058"
"2023-11-09T23:00:00.000Z","XLM-USD","-0.012258","0.0000083818","12000","0.121876"
"2023-11-09T22:00:00.000Z","BTC-USD","0.887817","0.0000347082","-0.7","36542.098001"
"2023-11-09T21:00:00.000Z","BTC-USD","0.53911","0.0000210493","-0.7","36588.327000"
"2023-11-09T20:00:00.000Z","BTC-USD","0.368297","0.0000144661","-0.7","36370.560001"
"2023-11-09T19:00:00.000Z","BTC-USD","0.978952","0.0000384117","-0.7","36408.325001"
"2023-11-09T18:00:00.000Z","BTC-USD","1.302736","0.0000507342","-0.7","36682.471000"
"2023-11-09T17:00:00.000Z","BTC-USD","1.186786","0.0000466076","-0.7","36376.299851"
"2023-11-09T16:00:00.000Z","BTC-USD","1.729213","0.0001164487","-0.4","37123.946000"
"2023-11-09T15:00:00.000Z","BTC-USD","1.739179","0.0001146463","-0.4","37924.899999"
"2023-11-09T14:00:00.000Z","BTC-USD","0.420552","0.0000282974","-0.4","37154.720000"
"2023-11-09T13:00:00.000Z","BTC-USD","0.381959","0.0000295733","-0.35","36901.962000"
"2023-11-09T12:00:00.000Z","BTC-USD","0.413211","0.0000320781","-0.35","36804.100000"
"2023-11-09T11:00:00.000Z","BTC-USD","0.615316","0.0000478069","-0.35","36773.934001"
"2023-11-09T10:00:00.000Z","BTC-USD","0.286269","0.0000518023","-0.15","36841.380000"
"2023-11-09T09:00:00.000Z","BTC-USD","0.279241","0.0000507324","-0.15","36694.670001"
"2023-11-09T08:00:00.000Z","BTC-USD","0.281848","0.0000514159","-0.15","36544.999999"
"2023-11-09T07:00:00.000Z","ETH-USD","0.023085","0.0000798477","-0.15","1927.468369"
"2023-11-09T06:00:00.000Z","ETH-USD","0.01561","0.0000542112","-0.15","1919.760000"
"2023-11-09T05:00:00.000Z","ETH-USD","0.011199","0.0000387972","-0.15","1924.450000"
"2023-11-09T04:00:00.000Z","ETH-USD","0.017678","0.0000613702","-0.15","1920.410700"
"2023-11-09T04:00:00.000Z","ETH-USD","0.017678","0.0000613702","-0.15","1920.410700"
"2023-11-09T03:00:00.000Z","ETH-USD","0.016236","0.0000564756","-0.15","1916.600000"
"2023-11-07T17:00:00.000Z","BTC-USD","0.397959","0.0000327702","-0.35","34697.000000"
"2023-11-07T16:00:00.000Z","BTC-USD","0.234131","0.0000192833","-0.35","34690.543001"
"2023-11-03T09:00:00.000Z","BTC-USD","-0.195989","0.0000189684","0.3","34441.322000"
"2023-11-03T08:00:00.000Z","BTC-USD","0.225824","0.0000187233","-0.35","34460.622231"
"2023-11-03T07:00:00.000Z","BTC-USD","0.090033","0.0000074644","-0.35","34462.150000"
"2023-11-03T06:00:00.000Z","BTC-USD","-0.112832","-0.0000093331","-0.35","34541.394000"
"2023-11-03T05:00:00.000Z","BTC-USD","0.036626","0.0000030463","-0.35","34353.290000"
"2023-11-03T04:00:00.000Z","BTC-USD","0.274318","0.0000225826","-0.35","34706.665000"
"2023-11-03T03:00:00.000Z","BTC-USD","0.113007","0.0000093156","-0.35","34660.240000"
"2023-11-03T02:00:00.000Z","BTC-USD","-0.044204","0.0000085101","0.15","34629.038000"
"2023-11-03T01:00:00.000Z","BTC-USD","0.05245","-0.0000101285","0.15","34523.119000"
"2023-11-03T00:00:00.000Z","ETH-USD","-0.05277","0.0000097617","3","1801.959500"
"2023-11-03T00:00:00.000Z","BTC-USD","-0.169201","0.0000323154","0.15","34906.405001"
"2023-11-02T23:00:00.000Z","ETH-USD","0.047145","-0.0000087473","3","1796.590000"
"2023-11-02T23:00:00.000Z","BTC-USD","-0.211663","0.0000405509","0.15","34797.970001"
"2023-11-02T22:00:00.000Z","ETH-USD","-0.08495","0.0000157086","3","1802.634800"
"2023-11-02T22:00:00.000Z","BTC-USD","-0.247061","0.0000472075","0.15","34890.125999"
"2023-11-02T21:00:00.000Z","ETH-USD","-0.052282","0.0000096505","3","1805.868300"
"2023-11-02T21:00:00.000Z","BTC-USD","-0.200333","0.0000382209","0.15","34943.075001"
"2023-11-02T20:00:00.000Z","ETH-USD","-0.052166","0.0000191940","1.5","1811.920000"
"2023-11-02T20:00:00.000Z","BTC-USD","-0.186443","0.0000355151","0.15","34998.000001"
"2023-11-02T19:00:00.000Z","ETH-USD","-0.001996","0.0000007372","1.5","1806.230000"
"2023-11-02T19:00:00.000Z","BTC-USD","-0.146983","0.0000281055","0.15","34864.810000"
"2023-11-02T18:00:00.000Z","ETH-USD","-0.005944","0.0000021966","1.5","1804.203000"
"2023-11-02T18:00:00.000Z","BTC-USD","-0.157036","0.0000301290","0.15","34747.520555"
"2023-11-02T17:00:00.000Z","ETH-USD","-0.006411","0.0000023736","1.5","1800.892300"
"2023-11-02T17:00:00.000Z","BTC-USD","0.304778","0.0000125753","-0.7","34623.260000"
"2023-11-02T16:00:00.000Z","ETH-USD","-0.029902","0.0000110427","1.5","1805.290000"
"2023-11-02T16:00:00.000Z","BTC-USD","0.298873","0.0000123127","-0.7","34676.570001"
"2023-11-02T15:00:00.000Z","ETH-USD","-0.034732","0.0000127426","1.5","1817.151500"
"2023-11-02T15:00:00.000Z","BTC-USD","0.507217","0.0000207450","-0.7","34928.900001"
"2023-11-02T14:00:00.000Z","ETH-USD","-0.033818","0.0000123511","1.5","1825.400000"
"2023-11-02T14:00:00.000Z","BTC-USD","0.335508","0.0000137058","-0.7","34970.650000"
"2023-11-02T13:00:00.000Z","ETH-USD","-0.035429","0.0000128610","1.5","1836.550000"
"2023-11-02T13:00:00.000Z","BTC-USD","-0.169484","0.0000159727","0.3","35369.750259"
"2023-11-02T12:00:00.000Z","ETH-USD","-0.070361","0.0000255439","1.5","1836.358443"
"2023-11-02T12:00:00.000Z","BTC-USD","-0.247498","0.0000232996","0.3","35408.200000"
"2023-11-02T11:00:00.000Z","ETH-USD","-0.062362","0.0000226555","1.5","1835.089500"
"2023-11-02T11:00:00.000Z","BTC-USD","-0.407855","0.0000384284","0.3","35377.982000"
"2023-11-02T09:00:00.000Z","BTC-USD","0.508805","0.0000411439","-0.35","35332.847866"
"2023-11-02T08:00:00.000Z","BTC-USD","0.338152","0.0000273651","-0.35","35305.889000"
"2023-11-02T07:00:00.000Z","BTC-USD","0.229218","0.0000185811","-0.35","35246.111001"
"2023-11-02T05:00:00.000Z","BTC-USD","-0.645648","0.0000426076","0.427","35488.000000"
"2023-11-02T04:00:00.000Z","BTC-USD","-1.193405","0.0000785016","0.427","35602.635180"
"2023-11-02T03:00:00.000Z","BTC-USD","-1.334612","0.0000874830","0.427","35727.580001"
"2023-11-02T02:00:00.000Z","BTC-USD","-1.520731","0.0001000403","0.427","35599.960000"
"2023-11-02T01:00:00.000Z","BTC-USD","-1.400985","0.0000925844","0.427","35437.910999"
"2023-11-02T00:00:00.000Z","BTC-USD","-1.139022","0.0000752567","0.427","35445.371999"
"2023-11-01T23:00:00.000Z","BTC-USD","-1.12648","0.0000748466","0.427","35247.140999"
"2023-11-01T22:00:00.000Z","BTC-USD","-1.716065","0.0001135655","0.427","35388.298000"
"2023-11-01T21:00:00.000Z","BTC-USD","-1.373769","0.0000908061","0.427","35430.000001"
"2023-11-01T20:00:00.000Z","BTC-USD","-0.635267","0.0000430431","0.427","34564.139000"
"2023-11-01T19:00:00.000Z","BTC-USD","-0.684666","0.0000463269","0.427","34611.357001"
"2023-11-01T18:00:00.000Z","ETH-USD","0.061926","0.0000171298","-2","1807.580000"
"2023-11-01T18:00:00.000Z","BTC-USD","1.015829","0.0000420771","-0.7","34488.750000"
"2023-11-01T17:00:00.000Z","ETH-USD","0.070604","0.0000196418","-2","1797.315600"
"2023-11-01T17:00:00.000Z","BTC-USD","1.000122","0.0000414532","-0.7","34466.520001"
"2023-11-01T16:00:00.000Z","ETH-USD","0.023532","0.0000065672","-2","1791.671700"
"2023-11-01T16:00:00.000Z","BTC-USD","0.889267","0.0000370618","-0.7","34277.480000"
"2023-11-01T15:00:00.000Z","ETH-USD","0.031482","0.0000087986","-2","1789.085500"
"2023-11-01T15:00:00.000Z","BTC-USD","0.683283","0.0000285292","-0.7","34214.770000"
"2023-11-01T14:00:00.000Z","ETH-USD","0.080396","0.0000223136","-2","1801.526811"
"2023-11-01T14:00:00.000Z","BTC-USD","1.341687","0.0000554381","-0.7","34573.653000"
"2023-11-01T13:00:00.000Z","BTC-USD","-0.355566","0.0000341091","0.3","34747.971999"
"2023-11-01T10:00:00.000Z","BTC-USD","-0.181931","0.0000263956","0.2","34462.551000"
"2023-11-01T09:00:00.000Z","BTC-USD","-0.264917","0.0000384497","0.2","34450.000001"
"2023-11-01T08:00:00.000Z","BTC-USD","-0.328466","0.0000476066","0.2","34497.999069"
"2023-11-01T07:00:00.000Z","BTC-USD","-0.092536","0.0000134487","0.2","34403.542001"
"2023-11-01T06:00:00.000Z","BTC-USD","-0.107621","0.0000156600","0.2","34362.000001"
"2023-11-01T05:00:00.000Z","BTC-USD","-0.053365","0.0000077464","0.2","34445.380000"
"2023-11-01T04:00:00.000Z","BTC-USD","-0.052352","0.0000076049","0.2","34420.417000"
"2023-11-01T03:00:00.000Z","BTC-USD","-0.120308","0.0000174507","0.2","34471.072999"
"2023-11-01T02:00:00.000Z","BTC-USD","-0.146209","0.0000211814","0.2","34513.808000"
"2023-11-01T01:00:00.000Z","BTC-USD","-0.114587","0.0000165929","0.2","34529.014733"
"2023-11-01T00:00:00.000Z","BTC-USD","-0.20008","0.0000288863","0.2","34632.500000"
"2023-10-31T23:00:00.000Z","BTC-USD","-0.183504","0.0000265338","0.2","34579.288000"
"2023-10-31T22:00:00.000Z","BTC-USD","-0.136847","0.0000198362","0.2","34494.324001"
"2023-10-31T21:00:00.000Z","BTC-USD","-0.147691","0.0000213212","0.2","34635.000001"
"2023-10-31T20:00:00.000Z","BTC-USD","-0.092456","0.0000133848","0.2","34538.020000"
"2023-10-31T18:00:00.000Z","BTC-USD","0.273106","0.0000113488","-0.7","34378.359001"
"2023-10-31T17:00:00.000Z","LINK-USD","-0.016306","0.0000144833","100","11.259336"
"2023-10-31T17:00:00.000Z","BTC-USD","-0.077171","0.0000224030","0.1","34447.087001"
"2023-10-31T16:00:00.000Z","ETH-USD","0.041082","0.0000114546","-2","1793.291300"
"2023-10-31T16:00:00.000Z","BTC-USD","0.30772","0.0000128311","-0.7","34260.520947"
"2023-10-31T15:00:00.000Z","BTC-USD","-0.040315","-0.0000016779","-0.7","34325.712649"
"2023-10-31T14:00:00.000Z","BTC-USD","0.025843","0.0000010792","-0.7","34211.512001"
"2023-10-31T13:00:00.000Z","BTC-USD","0.343695","0.0000143147","-0.7","34299.999999"
"2023-10-31T12:00:00.000Z","BTC-USD","0.516856","0.0000213855","-0.7","34526.563000"
"2023-10-31T11:00:00.000Z","BTC-USD","0.07576","0.0000031429","-0.7","34436.498000"
"2023-10-31T10:00:00.000Z","BTC-USD","0.733691","0.0000304252","-0.7","34449.546773"
"2023-10-31T09:00:00.000Z","BTC-USD","0.630686","0.0000262005","-0.7","34387.960001"
"2023-10-31T08:00:00.000Z","BTC-USD","0.174031","0.0000072751","-0.7","34173.905000"
"2023-10-31T07:00:00.000Z","BTC-USD","0.541297","0.0000225772","-0.7","34250.500000"
"2023-10-31T06:00:00.000Z","BTC-USD","0.411889","0.0000171489","-0.7","34312.110001"
"2023-10-31T05:00:00.000Z","BTC-USD","-0.08481","-0.0000035385","-0.7","34240.301000"
"2023-10-31T04:00:00.000Z","BTC-USD","-0.110278","-0.0000046007","-0.7","34243.004001"
"2023-10-31T03:00:00.000Z","BTC-USD","0.003911","0.0000001627","-0.7","34355.585456"
"2023-10-31T02:00:00.000Z","BTC-USD","0.289761","0.0000120114","-0.7","34462.761604"
"2023-10-31T02:00:00.000Z","BTC-USD","0.289761","0.0000120114","-0.7","34462.761604"
"2023-10-31T01:00:00.000Z","BTC-USD","0.595297","0.0000246311","-0.7","34526.549999"
"2023-10-31T00:00:00.000Z","BTC-USD","0.321257","0.0000133015","-0.7","34502.838000"
"2023-10-30T23:00:00.000Z","BTC-USD","0.280619","0.0000116190","-0.7","34502.838000"
"2023-10-30T22:00:00.000Z","BTC-USD","0.377848","0.0000156227","-0.7","34551.240001"
"2023-10-30T21:00:00.000Z","BTC-USD","-0.045701","-0.0000018948","-0.7","34456.710001"
"2023-10-30T20:00:00.000Z","BTC-USD","-0.156654","-0.0000064980","-0.7","34440.273000"
"2023-10-30T19:00:00.000Z","BTC-USD","-0.060767","-0.0000025272","-0.7","34350.990001"
"2023-10-30T18:00:00.000Z","BTC-USD","-0.212304","-0.0000088284","-0.7","34354.300001"
"2023-10-30T17:00:00.000Z","BTC-USD","0.338396","0.0000140325","-0.7","34450.500000"
"2023-10-30T16:00:00.000Z","BTC-USD","0.627066","0.0000258426","-0.7","34664.010000"
"2023-10-30T15:00:00.000Z","BTC-USD","0.369896","0.0000305380","-0.35","34607.569999"
"2023-10-30T13:00:00.000Z","LINK-USD","-0.076081","0.0000562086","120","11.279657"
"2023-10-30T13:00:00.000Z","BTC-USD","-0.1361","0.0000393265","0.1","34607.949001"
"2023-10-30T12:00:00.000Z","LINK-USD","-0.076644","0.0000561096","120","11.383117"
"2023-10-30T12:00:00.000Z","BTC-USD","-0.139633","0.0000403034","0.1","34645.678001"
"2023-10-30T11:00:00.000Z","LINK-USD","-0.083481","0.0000614766","120","11.316132"
"2023-10-30T11:00:00.000Z","BTC-USD","-0.096446","0.0000279301","0.1","34531.360001"
"2023-10-30T10:00:00.000Z","LINK-USD","-0.082121","0.0000598398","120","11.436397"
"2023-10-30T10:00:00.000Z","BTC-USD","-0.141462","0.0000409548","0.1","34541.120001"
"2023-10-30T09:00:00.000Z","BTC-USD","0.171304","0.0000142180","-0.35","34424.346064"
"2023-10-30T08:00:00.000Z","BTC-USD","0.125859","0.0000105102","-0.35","34214.190000"
"2023-10-30T07:00:00.000Z","BTC-USD","0.033688","0.0000028061","-0.35","34301.831000"
"2023-10-30T06:00:00.000Z","BTC-USD","0.047597","0.0000039687","-0.35","34267.059260"
"2023-10-30T05:00:00.000Z","BTC-USD","0.135615","0.0000112783","-0.35","34355.540001"
"2023-10-30T04:00:00.000Z","BTC-USD","-0.031937","-0.0000026623","-0.35","34275.853001"
"2023-10-30T03:00:00.000Z","BTC-USD","-0.051346","-0.0000042754","-0.35","34313.749999"
"2023-10-30T02:00:00.000Z","LINK-USD","-0.027027","0.0000388814","62.5","11.122127"
"2023-10-30T01:00:00.000Z","LINK-USD","-0.025629","0.0000369415","62.5","11.100488"
"2023-10-30T00:00:00.000Z","LINK-USD","-0.019097","0.0000275639","62.5","11.085612"
"2023-10-29T23:00:00.000Z","LINK-USD","-0.028131","0.0000399296","62.5","11.272476"
"2023-10-29T22:00:00.000Z","LINK-USD","-0.019978","0.0000287679","62.5","11.111666"
"2023-10-29T21:00:00.000Z","LINK-USD","-0.019052","0.0000274572","62.5","11.102381"
"2023-10-29T20:00:00.000Z","LINK-USD","-0.011249","0.0000162884","62.5","11.050567"
"2023-10-29T19:00:00.000Z","LINK-USD","-0.019154","0.0000274965","62.5","11.146040"
"2023-10-29T06:00:00.000Z","BTC-USD","0.248642","0.0000208711","-0.35","34037.883000"
"2023-10-29T05:00:00.000Z","BTC-USD","0.250731","0.0000210674","-0.35","34003.999999"
"2023-10-29T04:00:00.000Z","BTC-USD","0.32833","0.0000276168","-0.35","33967.974000"
"2023-10-29T03:00:00.000Z","BTC-USD","0.220377","0.0000185015","-0.35","34032.453999"
"2023-10-29T02:00:00.000Z","BTC-USD","0.327261","0.0000274925","-0.35","34010.507001"
"2023-10-29T01:00:00.000Z","BTC-USD","0.512089","0.0000429330","-0.35","34079.000000"
"2023-10-29T00:00:00.000Z","BTC-USD","0.551948","0.0000462744","-0.35","34079.197000"
"2023-10-28T23:00:00.000Z","BTC-USD","0.416488","0.0000348814","-0.35","34114.669999"
"2023-10-28T22:00:00.000Z","BTC-USD","0.358194","0.0000299370","-0.35","34185.609999"
"2023-10-28T21:00:00.000Z","BTC-USD","0.447434","0.0000374589","-0.35","34127.678999"
"2023-10-28T20:00:00.000Z","BTC-USD","0.46387","0.0000387954","-0.35","34162.371000"
"2023-10-28T19:00:00.000Z","BTC-USD","0.351867","0.0000294364","-0.35","34152.864111"
"2023-10-28T18:00:00.000Z","BTC-USD","0.366414","0.0000306788","-0.35","34124.459999"
"2023-10-27T18:00:00.000Z","BTC-USD","-0.026159","-0.0000015563","-0.5","33618.399999"
"2023-10-27T17:00:00.000Z","BTC-USD","0.176602","0.0000104318","-0.5","33858.477001"
"2023-10-27T16:00:00.000Z","BTC-USD","0.38509","0.0000323952","-0.35","33963.623000"
"2023-10-27T15:00:00.000Z","BTC-USD","0.265432","0.0000156520","-0.5","33916.718001"
"2023-10-27T14:00:00.000Z","BTC-USD","0.803222","0.0000672104","-0.35","34145.326000"
"2023-10-27T13:00:00.000Z","BTC-USD","0.730629","0.0000611698","-0.35","34126.531000"
"2023-10-27T12:00:00.000Z","BTC-USD","0.446807","0.0000375012","-0.35","34041.426734"
"2023-10-27T11:00:00.000Z","BTC-USD","0.711985","0.0000596190","-0.35","34120.709000"
"2023-10-27T10:00:00.000Z","BTC-USD","0.496487","0.0000415261","-0.35","34160.179000"
"2023-10-27T09:00:00.000Z","BTC-USD","0.381969","0.0000319873","-0.35","34118.008313"
"2023-10-27T08:00:00.000Z","BTC-USD","0.644386","0.0000541981","-0.35","33969.933437"
"2023-10-27T07:00:00.000Z","BTC-USD","0.367077","0.0000306526","-0.35","34215.491433"
"2023-10-27T06:00:00.000Z","BTC-USD","0.16934","0.0000141883","-0.35","34100.586125"
"2023-10-27T05:00:00.000Z","BTC-USD","0.36124","0.0000302385","-0.35","34132.563330"
"2023-10-27T04:00:00.000Z","BTC-USD","0.364518","0.0000305358","-0.35","34106.980001"
"2023-10-27T03:00:00.000Z","BTC-USD","0.16502","0.0000138180","-0.35","34121.399999"
"2023-10-27T02:00:00.000Z","BTC-USD","-0.104924","-0.0000088487","-0.35","33878.760000"
"2023-10-27T01:00:00.000Z","BTC-USD","0.101876","0.0000085499","-0.35","34044.710000"
"2023-10-27T00:00:00.000Z","BTC-USD","0.228748","0.0000191381","-0.35","34150.050001"
"2023-10-26T23:00:00.000Z","BTC-USD","0.379136","0.0000316290","-0.35","34248.550001"
"2023-10-26T22:00:00.000Z","BTC-USD","0.325462","0.0000272460","-0.35","34129.588248"
"2023-10-26T21:00:00.000Z","BTC-USD","0.352457","0.0000294704","-0.35","34170.535000"
"2023-10-26T20:00:00.000Z","BTC-USD","0.427276","0.0000358856","-0.35","34018.973999"
"2023-10-26T19:00:00.000Z","BTC-USD","0.520495","0.0000437670","-0.35","33978.360000"
"2023-10-26T18:00:00.000Z","BTC-USD","0.752304","0.0000402909","-0.55","33948.772999"
"2023-10-26T17:00:00.000Z","BTC-USD","0.58121","0.0000312732","-0.55","33790.810001"
"2023-10-26T16:00:00.000Z","BTC-USD","0.312435","0.0000166927","-0.55","34030.770001"
"2023-10-26T15:00:00.000Z","BTC-USD","0.043043","0.0000027973","-0.45","34194.779999"
"2023-10-26T14:00:00.000Z","BTC-USD","0.151166","0.0000126241","-0.35","34212.775000"
"2023-10-26T13:00:00.000Z","BTC-USD","0.186818","0.0000155713","-0.35","34278.970000"
"2023-10-26T12:00:00.000Z","BTC-USD","0.154884","0.0000129689","-0.35","34122.230001"
"2023-10-26T11:00:00.000Z","BTC-USD","0.121633","0.0000101450","-0.35","34255.739001"
"2023-10-26T10:00:00.000Z","BTC-USD","0.084879","0.0000070383","-0.35","34456.000000"
"2023-10-26T09:00:00.000Z","BTC-USD","0.387741","0.0000320742","-0.35","34539.722006"
"2023-10-26T08:00:00.000Z","BTC-USD","0.724425","0.0000597292","-0.35","34652.879999"
"2023-10-26T07:00:00.000Z","BTC-USD","0.330955","0.0000273075","-0.35","34627.334999"
"2023-10-26T06:00:00.000Z","BTC-USD","0.310655","0.0000256950","-0.35","34543.280001"
"2023-10-26T05:00:00.000Z","BTC-USD","0.262956","0.0000216468","-0.35","34707.529999"
