Date,Sent Amount,Sent Currency,Received Amount,Received Currency,TxHash,Fee Amount,Fee Currency,Label,Description
2023-02-08T15:29:05.473Z,0.85,ETH,1413.520094,USDC,0xc7741921aeaa999b1679e28acd195ca4f2c23b213a3f9774f4038f5aaba006d6,,USDC,Swap,Auto Deposit
